ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
12738,100,378.7,2,37870.0,2018-08-01,355,In Process,Vintage Cars,500.27,S166-5578,Customer_790,+63-138-2386,4538 Main Street,Toronto,29715,Netherlands,LastName_1818,FirstName_2,Medium
12739,38,224.39,2,8526.82,2018-06-02,287,Cancelled,Trains,284.51,S391-9986,Customer_915,+40-615-6402,6598 Main Street,London,38058,Spain,LastName_1116,FirstName_1325,Large
12740,55,354.29,4,19485.95,2020-06-25,66,In Process,Vintage Cars,527.02,S125-7815,Customer_1996,+98-292-6436,1086 Main Street,Berlin,63430,Netherlands,LastName_1166,FirstName_1761,Large
12741,7,219.06,4,1533.42,2021-04-10,38,Disputed,Vintage Cars,292.99,S357-4593,Customer_1963,+54-514-4992,4041 Main Street,Madrid,58697,Italy,LastName_1600,FirstName_176,Large
12742,35,183.24,3,6413.4,2023-05-28,231,In Process,Ships,237.92,S637-6934,Customer_1153,+18-804-5531,5558 Main Street,Amsterdam,40633,Italy,LastName_151,FirstName_1098,Large
12743,66,456.88,2,30154.08,2022-12-07,149,On Hold,Planes,662.69,S270-4114,Customer_1554,+80-486-1614,4622 Main Street,London,45215,France,LastName_665,FirstName_9,Small
12744,45,417.98,4,18809.1,2023-07-27,327,Shipped,Classic Cars,479.93,S590-9471,Customer_355,+80-440-9954,1174 Main Street,Rome,24211,USA,LastName_1972,FirstName_480,Medium
12745,93,211.41,2,19661.13,2024-08-09,149,Shipped,Classic Cars,303.08,S620-1507,Customer_623,+28-602-5185,1476 Main Street,London,67284,Japan,LastName_1827,FirstName_1684,Large
12746,2,261.13,4,522.26,2021-07-29,163,Shipped,Motorcycles,341.98,S895-2665,Customer_1259,+76-573-1050,8127 Main Street,Amsterdam,37129,Japan,LastName_1620,FirstName_424,Large
12747,11,125.11,5,1376.21,2021-05-30,16,Cancelled,Ships,161.19,S475-5766,Customer_372,+46-143-2080,6612 Main Street,Sydney,68760,Australia,LastName_748,FirstName_655,Medium
12748,39,265.5,2,10354.5,2025-02-12,76,Resolved,Motorcycles,395.33,S801-9116,Customer_1372,+96-872-1052,5585 Main Street,Rome,17775,Australia,LastName_645,FirstName_981,Small
12749,67,361.37,3,24211.79,2019-04-20,26,Resolved,Vintage Cars,398.47,S129-8071,Customer_1901,+49-947-2907,6686 Main Street,Toronto,96506,Australia,LastName_397,FirstName_163,Medium
12750,49,208.88,2,10235.12,2021-04-16,149,Disputed,Trucks and Buses,261.23,S574-2497,Customer_1046,+11-400-4488,3771 Main Street,Rome,91238,Spain,LastName_673,FirstName_939,Medium
12751,47,138.8,1,6523.6,2022-04-24,284,Cancelled,Trucks and Buses,195.7,S284-7847,Customer_44,+48-299-4857,8600 Main Street,Amsterdam,30630,France,LastName_1246,FirstName_1443,Large
12752,56,298.31,4,16705.36,2018-07-25,279,Disputed,Trains,430.16,S843-2889,Customer_1053,+60-875-6246,8480 Main Street,Amsterdam,14744,France,LastName_222,FirstName_593,Large
12753,3,104.55,2,313.65,2021-06-06,269,In Process,Trucks and Buses,128.96,S241-7395,Customer_248,+73-346-8375,927 Main Street,London,30731,Japan,LastName_427,FirstName_1801,Small
12754,77,326.82,3,25165.14,2021-04-20,110,Shipped,Ships,380.85,S910-4232,Customer_563,+92-431-6412,7202 Main Street,Tokyo,90062,Japan,LastName_63,FirstName_1884,Small
12755,61,100.91,4,6155.51,2022-05-06,285,In Process,Classic Cars,148.88,S158-7251,Customer_1313,+27-529-6709,7320 Main Street,Amsterdam,35963,Spain,LastName_1430,FirstName_151,Large
12756,88,191.44,1,16846.72,2021-03-12,50,Cancelled,Vintage Cars,247.78,S594-7220,Customer_997,+78-469-4305,2108 Main Street,London,45561,Japan,LastName_785,FirstName_982,Small
12757,60,48.99,4,2939.4,2023-04-16,160,On Hold,Trains,62.74,S221-3165,Customer_62,+78-413-6480,4325 Main Street,New York,31395,Netherlands,LastName_1444,FirstName_1280,Large
12758,36,452.06,2,16274.16,2024-04-12,270,Cancelled,Vintage Cars,649.24,S557-7613,Customer_1171,+36-223-4859,6368 Main Street,Rome,73819,France,LastName_1570,FirstName_1119,Large
12759,55,422.18,5,23219.9,2024-07-16,200,Resolved,Trains,465.78,S884-8846,Customer_1062,+55-337-2289,4867 Main Street,Toronto,80678,Germany,LastName_663,FirstName_1197,Small
12760,96,365.17,5,35056.32,2021-03-14,312,Shipped,Ships,442.8,S398-5266,Customer_956,+36-290-8504,874 Main Street,Madrid,28049,Australia,LastName_615,FirstName_559,Medium
12761,93,83.78,5,7791.54,2022-08-15,32,Shipped,Planes,103.35,S571-3672,Customer_1126,+61-383-1898,7478 Main Street,Sydney,21844,Japan,LastName_504,FirstName_1252,Small
12762,33,197.1,1,6504.3,2020-09-06,229,Resolved,Classic Cars,294.2,S131-4741,Customer_644,+53-635-2886,305 Main Street,Amsterdam,95481,Australia,LastName_1096,FirstName_1014,Medium
12763,59,10.21,4,602.39,2022-01-07,15,Shipped,Classic Cars,13.58,S788-4530,Customer_1717,+77-742-3840,5281 Main Street,Rome,69224,Japan,LastName_1906,FirstName_980,Large
12764,99,159.2,4,15760.8,2020-09-29,47,In Process,Trains,205.84,S631-7606,Customer_372,+53-516-8203,8643 Main Street,Rome,19175,Italy,LastName_1848,FirstName_477,Small
12765,98,285.24,2,27953.52,2023-12-28,61,Cancelled,Motorcycles,420.84,S245-7718,Customer_266,+39-801-9449,6904 Main Street,Paris,13568,Japan,LastName_518,FirstName_825,Medium
12766,47,406.49,3,19105.03,2024-05-11,249,In Process,Motorcycles,573.6,S330-7457,Customer_609,+35-922-5070,4206 Main Street,Tokyo,95175,Australia,LastName_589,FirstName_212,Small
12767,14,329.85,4,4617.9,2019-11-29,24,Resolved,Ships,366.98,S178-3893,Customer_1770,+68-730-5088,4173 Main Street,Amsterdam,31432,Netherlands,LastName_19,FirstName_1879,Small
12768,87,298.72,1,25988.64,2021-12-26,126,In Process,Trucks and Buses,331.68,S748-6814,Customer_818,+68-536-7861,9809 Main Street,New York,15026,Canada,LastName_1232,FirstName_347,Small
12769,25,53.84,3,1346.0,2019-06-29,153,Shipped,Trucks and Buses,78.44,S225-6132,Customer_1306,+59-434-9421,4373 Main Street,London,70577,Italy,LastName_1060,FirstName_855,Small
12770,84,407.29,4,34212.36,2023-01-14,292,Disputed,Trains,480.17,S347-4706,Customer_490,+43-546-6090,2535 Main Street,New York,22278,Netherlands,LastName_549,FirstName_526,Medium
12771,58,202.93,4,11769.94,2018-12-10,212,Disputed,Ships,299.9,S689-6963,Customer_109,+94-524-5609,1071 Main Street,New York,38023,Canada,LastName_1095,FirstName_629,Small
12772,82,328.8,4,26961.6,2020-10-03,342,Cancelled,Ships,415.33,S946-3302,Customer_435,+33-749-8012,6054 Main Street,Sydney,46889,Italy,LastName_1532,FirstName_131,Small
12773,85,402.1,2,34178.5,2024-01-28,143,Disputed,Vintage Cars,515.49,S277-8136,Customer_534,+39-791-1848,1248 Main Street,Tokyo,77241,Japan,LastName_355,FirstName_1445,Large
12774,78,66.12,3,5157.36,2025-08-15,107,On Hold,Classic Cars,81.72,S934-5295,Customer_1691,+24-451-8041,2055 Main Street,Amsterdam,97602,Italy,LastName_1651,FirstName_1532,Large
12775,1,253.29,5,253.29,2018-12-13,127,Resolved,Trucks and Buses,376.78,S565-6457,Customer_1735,+10-350-5215,711 Main Street,Madrid,98166,France,LastName_1267,FirstName_181,Large
12776,95,165.47,3,15719.65,2025-11-02,274,Cancelled,Ships,199.25,S876-6665,Customer_1376,+41-887-5414,6844 Main Street,Sydney,20234,UK,LastName_122,FirstName_823,Large
12777,3,334.32,4,1002.96,2019-03-22,49,Resolved,Trains,464.31,S889-8443,Customer_448,+82-550-3548,5378 Main Street,Berlin,10138,Germany,LastName_244,FirstName_647,Large
12778,35,195.51,2,6842.85,2024-09-06,128,On Hold,Trains,274.37,S660-1269,Customer_1409,+42-360-1276,1003 Main Street,Tokyo,31614,Germany,LastName_221,FirstName_1178,Medium
12779,7,478.36,5,3348.52,2023-07-27,124,Shipped,Trains,591.69,S293-1441,Customer_1740,+5-345-5449,3428 Main Street,London,91625,UK,LastName_1803,FirstName_796,Small
12780,4,447.87,3,1791.48,2025-12-14,188,Disputed,Trucks and Buses,660.94,S842-7268,Customer_1678,+19-617-5940,9946 Main Street,Madrid,58688,Italy,LastName_1632,FirstName_707,Large
12781,57,277.72,2,15830.04,2020-07-28,304,Cancelled,Planes,369.97,S396-4400,Customer_147,+4-692-6752,1302 Main Street,Amsterdam,76136,Netherlands,LastName_724,FirstName_1561,Medium
12782,71,225.55,2,16014.05,2023-12-09,7,Disputed,Trains,299.16,S593-3950,Customer_1487,+66-348-8302,8494 Main Street,Berlin,11588,Canada,LastName_1149,FirstName_1234,Large
12783,56,408.68,5,22886.08,2025-08-18,267,On Hold,Vintage Cars,573.11,S750-1290,Customer_1706,+58-871-5789,5595 Main Street,Rome,30626,Australia,LastName_1391,FirstName_1529,Medium
12784,82,239.2,2,19614.4,2019-10-04,229,Shipped,Planes,340.36,S619-8327,Customer_731,+67-562-6377,876 Main Street,Tokyo,82373,USA,LastName_1361,FirstName_271,Small
12785,63,177.29,2,11169.27,2018-07-06,129,In Process,Trains,258.43,S148-8581,Customer_589,+27-694-1341,6536 Main Street,Paris,79857,France,LastName_984,FirstName_1014,Small
12786,79,92.2,2,7283.8,2021-05-05,322,On Hold,Trains,134.47,S375-1213,Customer_1397,+62-341-2658,9407 Main Street,Madrid,20578,Netherlands,LastName_1337,FirstName_1279,Large
12787,87,10.2,1,887.4,2020-01-11,29,Cancelled,Trains,12.84,S284-2179,Customer_1506,+51-733-5139,2054 Main Street,Rome,20820,Italy,LastName_851,FirstName_1357,Medium
12788,36,246.87,1,8887.32,2023-06-25,355,Resolved,Classic Cars,305.78,S553-6597,Customer_861,+47-238-1408,8909 Main Street,Berlin,23945,Germany,LastName_24,FirstName_1335,Small
12789,10,370.89,1,3708.9,2025-02-16,268,Cancelled,Classic Cars,421.42,S262-1765,Customer_122,+64-402-2138,6279 Main Street,Rome,45100,Germany,LastName_1945,FirstName_78,Large
12790,49,21.86,3,1071.14,2019-08-31,284,Disputed,Classic Cars,24.89,S602-3298,Customer_435,+17-971-5926,6259 Main Street,Paris,46801,Spain,LastName_237,FirstName_79,Medium
12791,7,397.46,1,2782.22,2022-10-28,232,Disputed,Classic Cars,515.34,S564-9656,Customer_1089,+80-268-2186,4189 Main Street,Toronto,81222,Canada,LastName_81,FirstName_123,Medium
12792,21,405.1,1,8507.1,2023-08-26,338,On Hold,Vintage Cars,546.18,S951-9733,Customer_1475,+6-843-2715,1557 Main Street,Madrid,17989,Australia,LastName_1572,FirstName_801,Medium
12793,60,322.48,4,19348.8,2021-09-17,276,Disputed,Trucks and Buses,413.36,S473-8370,Customer_1214,+3-330-4685,6529 Main Street,Madrid,51969,Japan,LastName_1537,FirstName_1491,Medium
12794,99,249.71,5,24721.29,2018-12-07,10,Resolved,Trains,336.41,S733-4562,Customer_1521,+62-641-5626,8847 Main Street,Rome,51220,UK,LastName_445,FirstName_1579,Small
12795,69,12.18,3,840.42,2020-05-26,99,On Hold,Classic Cars,13.52,S726-9922,Customer_357,+4-906-8585,529 Main Street,New York,13074,UK,LastName_805,FirstName_1952,Medium
12796,45,175.4,4,7893.0,2021-11-23,103,Disputed,Trains,236.16,S924-5761,Customer_1618,+92-191-7953,3455 Main Street,Amsterdam,28284,Australia,LastName_166,FirstName_214,Medium
12797,19,411.9,2,7826.1,2018-08-04,98,On Hold,Planes,480.09,S586-3871,Customer_796,+29-801-5066,479 Main Street,Amsterdam,16937,France,LastName_1134,FirstName_1912,Large
12798,82,16.38,5,1343.16,2022-10-25,355,Shipped,Motorcycles,19.11,S476-9226,Customer_43,+39-411-4795,985 Main Street,Rome,51754,Spain,LastName_1890,FirstName_991,Small
12799,12,58.96,4,707.52,2019-03-15,359,In Process,Planes,67.35,S678-9696,Customer_1844,+13-971-8436,6809 Main Street,Rome,40537,Australia,LastName_264,FirstName_175,Medium
12800,20,466.73,4,9334.6,2020-04-07,334,In Process,Motorcycles,526.97,S562-1107,Customer_1917,+51-646-7724,8618 Main Street,Rome,45925,Italy,LastName_1512,FirstName_1703,Medium
12801,13,152.5,2,1982.5,2021-12-04,310,On Hold,Vintage Cars,201.25,S443-4136,Customer_1303,+60-398-4043,5617 Main Street,London,51616,Spain,LastName_910,FirstName_1896,Medium
12802,69,295.64,5,20399.16,2025-03-06,355,In Process,Ships,382.25,S871-4622,Customer_1394,+74-482-2448,6358 Main Street,Rome,14457,Germany,LastName_1486,FirstName_330,Large
12803,84,132.09,4,11095.56,2018-05-04,51,On Hold,Ships,183.58,S729-6782,Customer_1460,+83-163-8207,1257 Main Street,Sydney,94427,Canada,LastName_1272,FirstName_1250,Medium
12804,94,337.04,2,31681.76,2019-07-31,114,Shipped,Ships,412.13,S603-3473,Customer_690,+92-705-7857,1234 Main Street,Toronto,57369,Japan,LastName_1445,FirstName_706,Large
12805,88,318.18,2,27999.84,2020-07-31,258,On Hold,Motorcycles,400.09,S874-1283,Customer_890,+24-660-9337,1427 Main Street,Sydney,63559,Italy,LastName_110,FirstName_1356,Small
12806,4,485.49,5,1941.96,2024-01-01,29,On Hold,Motorcycles,658.11,S320-5309,Customer_1907,+26-380-4355,6676 Main Street,Berlin,52170,Italy,LastName_1081,FirstName_126,Large
12807,67,254.4,5,17044.8,2025-01-20,127,On Hold,Vintage Cars,294.59,S818-5269,Customer_193,+91-534-8598,6352 Main Street,London,22365,Netherlands,LastName_1006,FirstName_1527,Medium
12808,31,20.09,4,622.79,2021-03-17,255,On Hold,Classic Cars,26.94,S305-3294,Customer_801,+68-341-5945,8561 Main Street,Madrid,13169,Japan,LastName_1473,FirstName_1946,Large
12809,23,296.01,3,6808.23,2019-03-03,215,Disputed,Classic Cars,391.94,S703-1663,Customer_1140,+40-456-5338,8622 Main Street,London,59496,UK,LastName_898,FirstName_977,Small
12810,29,60.02,2,1740.58,2021-10-14,266,Shipped,Classic Cars,82.12,S961-8617,Customer_806,+52-328-5357,116 Main Street,Paris,23668,Japan,LastName_906,FirstName_1997,Large
12811,33,138.01,4,4554.33,2022-10-09,174,Disputed,Classic Cars,198.72,S232-5970,Customer_822,+79-510-9454,5425 Main Street,Toronto,64030,Japan,LastName_365,FirstName_137,Medium
12812,48,45.35,1,2176.8,2020-10-10,190,Disputed,Ships,52.49,S666-5867,Customer_672,+34-757-8442,478 Main Street,Sydney,10931,USA,LastName_726,FirstName_1650,Medium
12813,34,344.65,5,11718.1,2018-06-28,248,In Process,Vintage Cars,422.18,S570-9481,Customer_611,+15-331-9939,4092 Main Street,Toronto,33435,Spain,LastName_893,FirstName_96,Medium
12814,69,388.78,2,26825.82,2021-12-05,310,On Hold,Planes,455.1,S994-3089,Customer_1885,+33-471-3077,4702 Main Street,Amsterdam,80353,Canada,LastName_793,FirstName_1788,Small
12815,85,102.61,3,8721.85,2020-10-14,158,Shipped,Vintage Cars,130.27,S949-6781,Customer_638,+53-209-5293,1618 Main Street,Toronto,94506,Japan,LastName_1344,FirstName_224,Small
12816,84,58.91,4,4948.44,2020-06-29,290,Disputed,Ships,80.84,S181-3775,Customer_1697,+74-618-4855,5135 Main Street,Amsterdam,42820,France,LastName_1147,FirstName_1834,Large
12817,2,340.36,2,680.72,2023-02-22,243,Shipped,Classic Cars,495.11,S601-2722,Customer_1873,+42-494-9223,5540 Main Street,Berlin,88849,USA,LastName_1707,FirstName_1210,Small
12818,88,230.94,3,20322.72,2023-06-20,291,On Hold,Motorcycles,338.29,S102-4150,Customer_59,+97-650-3621,2730 Main Street,Tokyo,93258,USA,LastName_1766,FirstName_825,Medium
12819,13,306.46,4,3983.98,2021-08-27,284,Disputed,Trucks and Buses,341.14,S811-5015,Customer_952,+54-357-6274,2077 Main Street,Rome,93880,Australia,LastName_1137,FirstName_928,Small
12820,68,16.99,2,1155.32,2020-09-01,281,In Process,Trucks and Buses,21.54,S523-1716,Customer_28,+71-108-6981,9497 Main Street,Amsterdam,13371,Canada,LastName_1768,FirstName_1077,Large
12821,66,16.62,2,1096.92,2018-01-01,0,On Hold,Classic Cars,21.31,S257-9948,Customer_1991,+51-986-9583,7849 Main Street,London,95936,UK,LastName_105,FirstName_1861,Small
12822,2,232.61,1,465.22,2024-01-31,32,In Process,Planes,324.53,S270-4359,Customer_1789,+91-704-8657,6201 Main Street,Rome,31932,Canada,LastName_751,FirstName_552,Small
12823,45,427.1,1,19219.5,2024-06-27,287,Shipped,Vintage Cars,470.26,S897-3078,Customer_931,+94-237-3730,9738 Main Street,Paris,30274,Netherlands,LastName_838,FirstName_444,Medium
12824,69,386.77,2,26687.13,2021-06-08,298,Cancelled,Ships,561.9,S305-9857,Customer_999,+83-770-5412,5306 Main Street,Sydney,89823,Canada,LastName_109,FirstName_1249,Small
12825,99,389.19,2,38529.81,2020-09-09,184,On Hold,Trains,509.76,S456-8463,Customer_1732,+20-627-4621,4302 Main Street,Rome,95825,Germany,LastName_1327,FirstName_1057,Large
12826,13,444.87,1,5783.31,2025-06-07,307,Shipped,Trucks and Buses,546.51,S668-8999,Customer_749,+27-118-3450,9618 Main Street,Rome,21310,France,LastName_1474,FirstName_1199,Large
12827,86,381.42,5,32802.12,2021-05-04,33,In Process,Vintage Cars,505.96,S742-3569,Customer_1336,+6-291-8605,9762 Main Street,Amsterdam,90627,Canada,LastName_563,FirstName_673,Medium
12828,70,49.63,1,3474.1,2024-04-22,315,Shipped,Vintage Cars,67.03,S625-5580,Customer_691,+67-408-9782,7925 Main Street,Paris,86926,France,LastName_88,FirstName_1724,Small
12829,74,435.69,4,32241.06,2020-01-24,282,Resolved,Vintage Cars,539.66,S653-1362,Customer_1814,+64-772-4037,351 Main Street,New York,83065,USA,LastName_729,FirstName_936,Small
12830,11,289.22,4,3181.42,2021-03-14,107,Disputed,Ships,433.17,S557-6267,Customer_1405,+19-773-3111,5410 Main Street,Sydney,58969,Italy,LastName_1025,FirstName_51,Large
12831,89,278.15,4,24755.35,2024-09-22,6,Shipped,Motorcycles,343.73,S768-2822,Customer_262,+28-489-3496,4477 Main Street,London,48456,Japan,LastName_1323,FirstName_1400,Medium
12832,62,342.41,1,21229.42,2019-07-09,176,Shipped,Planes,471.51,S502-8347,Customer_1852,+18-415-5412,6963 Main Street,New York,91460,Australia,LastName_1657,FirstName_1970,Medium
12833,89,247.45,2,22023.05,2021-03-22,272,In Process,Vintage Cars,300.78,S495-4978,Customer_1952,+7-802-9706,3484 Main Street,Sydney,67602,UK,LastName_1371,FirstName_1099,Large
12834,4,472.91,1,1891.64,2025-07-25,29,Shipped,Ships,650.87,S527-5093,Customer_547,+83-571-6036,1319 Main Street,Amsterdam,11882,France,LastName_1822,FirstName_1587,Small
12835,6,342.2,2,2053.2,2020-03-08,7,On Hold,Trains,495.22,S588-6640,Customer_936,+32-319-8089,9098 Main Street,London,75699,Spain,LastName_775,FirstName_705,Medium
12836,47,366.56,3,17228.32,2019-07-23,169,Resolved,Vintage Cars,484.95,S493-9857,Customer_738,+4-842-7982,6300 Main Street,Paris,75662,Spain,LastName_1076,FirstName_344,Large
12837,52,161.84,5,8415.68,2023-04-22,57,Cancelled,Motorcycles,181.34,S279-6626,Customer_722,+34-514-5342,5580 Main Street,Berlin,41282,France,LastName_911,FirstName_1274,Large
12838,45,76.75,3,3453.75,2025-02-15,320,Resolved,Trucks and Buses,93.26,S106-5696,Customer_1676,+16-805-6101,6093 Main Street,New York,53114,Italy,LastName_435,FirstName_1568,Small
12839,62,29.78,5,1846.36,2021-10-03,332,Shipped,Trains,33.54,S206-7453,Customer_1328,+16-302-9762,7224 Main Street,Sydney,95846,Japan,LastName_714,FirstName_668,Large
12840,36,90.13,5,3244.68,2023-11-19,52,Disputed,Classic Cars,108.02,S763-3486,Customer_592,+10-730-8540,7570 Main Street,Toronto,20614,Netherlands,LastName_12,FirstName_1763,Small
12841,92,349.84,4,32185.28,2025-10-26,235,On Hold,Trains,411.93,S152-5325,Customer_1118,+80-102-9515,5437 Main Street,Tokyo,30348,Spain,LastName_204,FirstName_529,Small
12842,88,213.66,3,18802.08,2023-04-11,129,Resolved,Classic Cars,317.87,S413-8863,Customer_800,+90-629-9736,9541 Main Street,Berlin,76275,Italy,LastName_167,FirstName_801,Large
12843,95,54.43,5,5170.85,2025-06-18,246,In Process,Vintage Cars,66.56,S844-6183,Customer_1073,+87-157-9841,4800 Main Street,Berlin,20655,Japan,LastName_849,FirstName_1300,Medium
12844,21,365.56,4,7676.76,2024-04-30,18,Disputed,Trains,406.17,S428-4173,Customer_1359,+9-237-7879,326 Main Street,Sydney,51753,Spain,LastName_613,FirstName_128,Small
12845,81,497.54,5,40300.74,2021-05-21,172,Resolved,Trucks and Buses,654.32,S552-7937,Customer_1174,+42-483-2541,2795 Main Street,Rome,77613,Canada,LastName_466,FirstName_72,Medium
12846,67,128.47,2,8607.49,2019-03-24,266,Disputed,Ships,153.74,S695-6030,Customer_224,+22-854-4865,4288 Main Street,Sydney,86415,UK,LastName_414,FirstName_362,Medium
12847,89,263.0,2,23407.0,2021-03-29,177,On Hold,Trains,341.89,S204-7278,Customer_367,+90-576-5423,3403 Main Street,Sydney,23459,France,LastName_1223,FirstName_258,Large
12848,53,108.57,4,5754.21,2025-11-10,28,Cancelled,Classic Cars,123.75,S362-1545,Customer_266,+68-861-2216,729 Main Street,Rome,10377,Spain,LastName_795,FirstName_476,Medium
12849,36,111.84,3,4026.24,2025-08-16,212,Shipped,Classic Cars,152.08,S865-7149,Customer_1988,+27-351-7007,6523 Main Street,Paris,19677,Italy,LastName_1308,FirstName_368,Large
12850,71,335.35,4,23809.85,2018-06-04,87,On Hold,Classic Cars,381.58,S838-2444,Customer_551,+87-755-4731,5751 Main Street,Toronto,72239,UK,LastName_1331,FirstName_406,Large
12851,49,462.26,3,22650.74,2018-06-28,134,Disputed,Ships,655.35,S419-9781,Customer_745,+22-497-1840,2322 Main Street,Berlin,53752,France,LastName_1342,FirstName_964,Small
12852,22,135.67,3,2984.74,2022-01-15,121,Shipped,Trains,171.25,S178-2899,Customer_463,+79-117-1069,4364 Main Street,Sydney,95986,Netherlands,LastName_1870,FirstName_1238,Small
12853,61,188.26,2,11483.86,2020-03-15,137,Shipped,Planes,244.12,S870-7128,Customer_858,+72-913-4694,3588 Main Street,Sydney,57970,Australia,LastName_823,FirstName_492,Large
12854,48,299.13,1,14358.24,2023-11-24,78,Resolved,Trucks and Buses,434.69,S727-8188,Customer_609,+68-909-7382,9501 Main Street,Amsterdam,15549,USA,LastName_1791,FirstName_708,Large
